idhogar,escolari_person,v2a1,rooms,refrig,v18q1,r4t1,hhsize,cielorazo,dependency,edje,meaneduc,overcrowding,computer,television,qmobilephone,escolari_head,mobilephone,pared,energco,piso,epared,eviv,etecho,tipovivi1,tipovivi2,tipovivi3,tipovivi4,tipovivi5,lugar1,lugar2,lugar3,lugar4,lugar5,lugar6,estadocivil1,estadocivil3,estadocivil4,instlevel1,instlevel2,instlevel5,instlevel7,instlevel8,instlevel9,instlevel,Youth,Target
425c7626a,4.666666666666667,30000.0,5,0,0.0,0,3,0,0.0,2.0,4.6666665,1.0,0,0,2,2,1,2,2,2,2.0,2.0,2.0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,2,0.0,4
42660b057,4.5,0.0,5,1,0.0,0,2,1,8.0,3.0,4.5,0.66666669,0,0,0,3,0,2,2,2,1.0,1.0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0.0,3
42881d49f,4.75,130000.0,4,1,0.0,2,4,1,1.0,8.0,9.5,2.0,0,0,2,8,1,3,2,3,3.0,3.0,3.0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,2,0,1,0,0,0,3,0.5,4
429aeef42,6.2,350000.0,6,1,2.0,3,5,1,1.5,14.0,14.5,1.6666666,0,0,3,14,1,3,2,3,3.0,3.0,3.0,0,1,0,0,0,1,0,0,0,0,0,3,2,0,2,1,0,0,2,0,5,0.6,4
42a42f94c,15.0,0.0,4,1,1.0,0,2,1,8.0,15.0,15.0,1.0,0,0,2,15,1,2,2,3,3.0,3.0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,5,0.0,4
42ac10fd9,9.333333333333334,0.0,8,1,0.0,0,6,1,0.2,6.0,11.2,1.2,0,1,6,6,1,3,2,3,2.0,2.0,2.0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,1,0,0,3,0.0,4
42cc0c9e7,9.6,0.0,5,1,0.0,0,5,0,0.25,6.0,9.6000004,1.6666666,0,0,5,6,1,3,2,3,2.0,2.0,2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0.0,4
42d9c3034,11.5,0.0,6,1,1.0,0,4,1,0.0,11.0,11.5,1.3333334,1,0,4,11,1,3,2,3,3.0,3.0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,3,0,1,0,4,0.0,4
42ec8bef5,6.333333333333333,0.0,5,1,0.0,0,3,1,0.5,9.0,6.3333335,1.0,0,1,2,9,1,2,2,3,3.0,3.0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0.0,3
4303ec9e5,6.8,0.0,2,1,0.0,1,5,1,0.66666669,7.0,8.333333,5.0,0,0,4,7,1,3,2,3,3.0,3.0,3.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,4,0.2,4
43466f33e,6.0,0.0,3,1,0.0,0,2,1,8.0,6.0,6.0,1.0,0,0,1,6,1,2,2,3,3.0,3.0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0.0,4
43498cf23,5.333333333333333,0.0,5,0,0.0,0,3,0,0.5,5.0,5.3333335,1.0,0,0,2,5,1,2,1,1,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,0,2,0,0,0,0,2,0.0,4
43594ebab,8.8,0.0,6,1,0.0,1,5,1,0.66666669,6.0,9.75,1.6666666,1,0,3,6,1,3,2,3,3.0,3.0,2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,3,0.2,4
436880a8f,6.4,0.0,5,1,0.0,0,5,0,0.66666669,6.0,8.333333,1.6666666,0,0,3,6,1,2,2,2,2.0,2.0,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0.0,3
436ec3fc1,2.0,0.0,4,1,0.0,0,1,1,8.0,2.0,2.0,0.5,0,1,1,2,1,3,2,3,3.0,3.0,2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0.0,4
4372c57a8,7.0,145000.0,4,1,0.0,1,2,1,1.0,14.0,14.0,1.0,0,0,1,14,1,3,2,3,3.0,1.0,1.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,5,0.5,4
43a05e8bd,13.0,1000000.0,7,1,0.0,0,6,1,0.2,12.0,13.6,2.0,0,0,6,12,1,3,2,3,3.0,3.0,3.0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,5,0,5,0.0,4
43b17f631,4.25,0.0,4,1,0.0,2,4,0,1.0,9.0,8.5,2.0,0,0,2,9,1,2,2,2,3.0,3.0,3.0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,3,0.5,3
43b9c83e5,4.166666666666667,160000.0,6,1,0.0,2,6,1,2.0,6.0,6.0,2.0,0,0,1,6,1,3,2,3,2.0,2.0,2.0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,3,0.3333333333333333,2
43bfddbd2,9.75,0.0,7,1,0.0,0,4,0,0.0,9.0,9.75,0.80000001,0,0,4,9,1,2,2,3,3.0,3.0,3.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0.0,4
43eede72e,3.5,0.0,5,1,0.0,0,2,1,8.0,2.0,3.5,0.66666669,0,0,2,2,1,3,2,3,3.0,3.0,2.0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0.0,4
43fb46f77,3.1666666666666665,0.0,6,1,0.0,1,6,0,1.0,1.0,3.8,2.0,0,1,3,1,1,3,2,2,2.0,2.0,2.0,1,0,0,0,0,0,1,0,0,0,0,1,2,0,1,4,1,0,0,0,2,0.16666666666666666,4
442095a08,8.333333333333334,300000.0,4,1,0.0,0,3,1,2.0,10.0,10.0,1.0,0,0,3,10,1,3,2,3,3.0,3.0,3.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,4
4421b9e71,8.5,132000.0,8,1,1.0,0,6,1,2.0,10.0,9.333333,1.2,0,0,5,10,1,3,2,3,3.0,3.0,3.0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,3,0.0,4
4427d91ca,8.6,0.0,6,1,0.0,0,5,0,0.0,6.0,8.6000004,1.25,0,1,5,6,1,3,2,2,2.0,2.0,2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0.0,4
442b561a1,3.0,0.0,6,1,0.0,0,2,0,8.0,6.0,3.0,0.5,0,0,1,6,1,3,2,3,2.0,3.0,3.0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,3,0.0,2
4476ccd4c,4.181818181818182,0.0,10,1,0.0,4,11,1,1.2,6.0,6.2857141,1.8333334,0,1,4,6,1,3,2,3,2.0,3.0,2.0,1,0,0,0,0,1,0,0,0,0,0,4,2,0,4,1,1,0,0,0,3,0.36363636363636365,4
447e3446f,6.0,0.0,5,0,0.0,0,1,0,0.0,6.0,6.0,0.5,0,0,1,6,1,2,1,2,1.0,1.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0.0,2
44e76cc86,4.0,0.0,5,1,0.0,0,2,1,1.0,8.0,4.0,2.0,0,0,1,8,1,2,2,3,3.0,3.0,3.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0.0,3
44f219a16,7.0,0.0,5,1,2.0,2,5,1,1.5,9.0,12.0,2.5,1,0,3,9,1,3,2,2,2.0,3.0,3.0,1,0,0,0,0,1,0,0,0,0,0,2,2,0,1,1,0,0,1,0,3,0.4,3
45038655,6.0,0.0,4,1,0.0,0,1,0,0.0,6.0,6.0,0.5,0,0,1,6,1,3,2,2,2.0,2.0,2.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,4
452da9c72,4.25,0.0,4,1,1.0,2,4,0,1.0,6.0,6.5,2.0,0,0,2,6,1,2,2,2,2.0,2.0,3.0,1,0,0,0,0,0,0,0,0,1,0,1,2,0,1,1,0,0,0,0,3,0.5,4
453fb3f0b,9.0,0.0,4,1,0.0,0,2,0,0.0,6.0,9.0,1.0,0,1,2,6,1,3,2,3,2.0,2.0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0.0,4
454e83fe5,5.5,120000.0,4,1,0.0,2,4,1,1.0,12.0,9.5,2.0,0,0,2,12,1,2,2,3,3.0,3.0,3.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,5,0.5,3
4559a5af0,4.0,0.0,6,1,0.0,0,3,1,2.0,1.0,4.0,1.0,0,0,1,1,1,2,1,3,2.0,2.0,2.0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0.0,4
4563ee349,7.0,135000.0,6,1,0.0,1,4,1,0.33333334,6.0,7.666666499999999,1.3333334,0,0,4,6,1,3,2,3,2.0,2.0,2.0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,1,1,0,0,0,3,0.25,4
459efbe3a,4.6,0.0,4,1,0.0,1,5,0,1.5,7.0,6.0,1.6666666,0,0,2,7,1,2,2,2,2.0,2.0,1.0,1,0,0,0,0,1,0,0,0,0,0,1,2,0,1,2,0,0,0,0,3,0.2,4
45b262318,17.0,600000.0,3,1,0.0,0,1,1,0.0,17.0,17.0,0.33333334,1,0,2,17,1,3,2,3,3.0,3.0,3.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0.0,4
45c3a3d63,9.5,0.0,5,1,1.0,1,4,1,1.0,12.0,14.5,1.3333334,0,1,2,12,1,3,2,3,3.0,3.0,3.0,1,0,0,0,0,1,0,0,0,0,0,1,2,0,0,1,0,1,1,0,5,0.25,4
4616164,7.0,0.0,4,1,0.0,0,2,0,1.0,3.0,3.0,0.66666669,0,0,2,3,1,2,1,2,1.0,1.0,1.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0.0,2
461accab6,7.333333333333333,0.0,4,1,0.0,1,3,1,0.5,11.0,10.0,1.5,0,0,2,11,1,2,2,2,3.0,3.0,3.0,1,0,0,0,0,1,0,0,0,0,0,1,2,0,0,1,1,0,0,0,4,0.3333333333333333,4
4623b98f9,9.0,0.0,4,1,0.0,0,2,1,0.0,13.0,9.0,1.0,0,1,2,13,1,2,2,3,3.0,3.0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,1,0,5,0.0,4
4624ed523,10.0,0.0,4,1,1.0,1,3,1,0.5,15.0,13.5,1.5,1,1,3,15,1,3,2,3,3.0,3.0,3.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,5,0.3333333333333333,4
463b2f7b8,6.0,50000.0,4,1,0.0,1,2,0,1.0,12.0,12.0,1.0,0,0,1,12,1,2,2,2,2.0,2.0,2.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,5,0.5,2
463d89601,11.666666666666666,0.0,5,1,0.0,0,3,1,0.5,12.0,17.5,1.0,1,0,3,12,1,3,2,3,3.0,3.0,2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0.0,4
46425215a,6.0,0.0,5,1,0.0,0,2,1,8.0,6.0,6.0,0.66666669,0,0,0,6,0,3,2,3,3.0,3.0,1.0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0.0,3
465105257,6.0,0.0,4,1,0.0,0,2,0,0.0,8.0,6.0,1.0,0,0,2,8,1,2,2,3,3.0,3.0,3.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0.0,3
469d251d1,3.75,110000.0,5,1,0.0,2,4,1,3.0,9.0,9.0,1.3333334,0,1,1,9,1,3,2,3,2.0,2.0,2.0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,1,2,0,0,0,0,3,0.5,2
46af47063,2.3333333333333335,70000.0,5,1,0.0,5,6,0,5.0,9.0,9.0,2.0,0,0,1,9,1,2,2,3,3.0,3.0,3.0,0,0,1,0,0,0,1,0,0,0,0,4,0,0,3,2,0,0,0,0,3,0.8333333333333334,1
46d164f3e,15.0,0.0,5,1,1.0,0,1,1,8.0,15.0,15.0,0.5,0,0,1,15,1,3,2,3,3.0,3.0,3.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,5,0.0,4
46d1b1e3f,9.0,0.0,5,1,0.0,0,1,1,0.0,9.0,9.0,0.5,0,0,1,9,1,3,2,3,3.0,3.0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0.0,4
4702e641c,8.666666666666666,250000.0,5,1,0.0,1,3,1,0.5,11.0,13.0,1.0,0,0,2,11,1,3,2,3,3.0,3.0,3.0,0,1,0,0,0,1,0,0,0,0,0,1,2,0,1,0,1,0,1,0,4,0.3333333333333333,4
471b2f8c9,15.0,250000.0,6,1,1.0,0,2,1,1.0,15.0,15.0,0.66666669,1,0,2,15,1,3,2,3,3.0,3.0,3.0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,5,0.0,4
472096de7,6.666666666666667,32000.0,4,1,0.0,0,6,1,1.0,5.0,5.75,2.0,0,0,6,5,1,3,2,3,3.0,3.0,2.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,2,0.0,3
473593076,11.0,350000.0,7,1,2.0,0,6,1,0.2,17.0,13.2,1.5,0,0,6,17,1,3,2,3,3.0,3.0,3.0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,1,5,0.0,4
4755f1425,7.333333333333333,0.0,4,1,0.0,1,3,1,2.0,6.0,11.0,1.5,0,1,2,6,1,3,2,3,3.0,3.0,3.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,3,0.3333333333333333,4
47636186d,6.5,0.0,2,1,0.0,0,2,0,0.0,6.0,6.5,2.0,0,1,2,6,1,2,2,3,1.0,3.0,3.0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,0.0,4
4763d124b,7.4,0.0,7,1,0.0,0,5,1,0.66666669,4.0,7.0,1.25,0,1,5,4,1,3,2,3,3.0,3.0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0.0,4
476b3f2ee,7.666666666666667,0.0,8,1,0.0,1,9,1,0.2857143,6.0,8.8571424,2.25,0,1,8,6,1,3,2,3,3.0,3.0,3.0,1,0,0,0,0,0,0,0,0,1,0,1,2,1,0,1,1,0,1,0,3,0.1111111111111111,4
47721e5bf,5.5,0.0,4,1,0.0,1,2,0,1.0,8.0,8.0,1.0,0,0,1,8,1,3,2,3,2.0,2.0,2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0.5,2
4774805db,4.5,0.0,4,0,0.0,0,2,0,1.0,1.0,1.0,1.0,0,0,2,1,1,2,1,2,2.0,2.0,2.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0.0,4
4774bcad3,6.5,0.0,5,1,0.0,0,2,1,8.0,6.0,6.0,0.66666669,0,0,1,6,1,3,2,3,2.0,3.0,2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,4
4782e3807,1.0,0.0,4,1,0.0,4,6,1,2.0,4.0,2.0,3.0,0,0,2,4,1,2,2,2,3.0,3.0,3.0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,4,2,0,0,0,0,2,0.6666666666666666,1
479be5ccb,7.5,50000.0,7,1,0.0,0,2,0,0.0,9.0,7.5,0.66666669,0,1,2,9,1,3,2,2,3.0,3.0,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,4
47d5910c8,5.0,0.0,4,1,0.0,0,3,0,0.5,3.0,5.0,1.5,0,0,2,3,1,2,2,3,2.0,3.0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,2,0.0,4
47df83f1e,6.0,40000.0,4,1,1.0,2,4,1,1.0,11.0,11.0,1.3333334,0,1,3,11,1,3,2,3,2.0,3.0,3.0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,1,1,2,0,0,0,4,0.5,4
47f019fea,4.333333333333333,0.0,5,1,0.0,1,6,1,0.5,8.0,6.5,2.0,0,0,4,8,1,2,2,2,3.0,3.0,3.0,0,0,0,0,1,1,0,0,0,0,0,1,2,0,2,0,0,0,0,0,3,0.16666666666666666,4
48446f702,11.0,0.0,11,1,1.0,0,1,1,0.0,11.0,11.0,0.75,0,0,7,11,1,2,2,3,3.0,3.0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0.0,4
484a14c0b,3.0,0.0,5,1,0.0,0,4,0,0.33333334,6.0,3.0,2.0,0,0,1,6,1,3,2,3,1.0,1.0,2.0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,3,0.0,4
4885fbef1,7.0,0.0,6,1,0.0,0,1,1,8.0,7.0,7.0,0.33333334,0,0,1,7,1,2,2,3,2.0,2.0,2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,3
48919b9f0,6.0,0.0,4,1,0.0,0,1,1,8.0,6.0,6.0,0.5,0,1,1,6,1,2,2,3,3.0,3.0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0.0,4
48957c58d,15.5,0.0,8,1,2.0,0,2,1,0.0,15.0,15.5,0.66666669,0,0,2,15,1,3,2,3,3.0,3.0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,5,0.0,4
48a994128,5.0,0.0,4,1,0.0,0,2,0,1.0,6.0,5.0,1.0,0,0,2,6,1,2,2,2,1.0,1.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,3,0.0,2
48bb3bfb1,9.0,294000.0,4,1,0.0,0,2,1,0.0,6.0,9.0,0.66666669,0,0,2,6,1,3,2,3,2.0,2.0,2.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0.0,4
48d6524cc,4.5,78039.0,3,1,0.0,2,4,1,1.0,8.0,9.0,2.0,0,0,2,8,1,3,2,2,3.0,3.0,3.0,0,0,1,0,0,1,0,0,0,0,0,2,2,0,2,0,0,0,0,0,3,0.5,4
49089609a,6.5,0.0,3,1,0.0,2,4,0,1.0,11.0,11.0,2.0,0,0,2,11,1,2,2,2,1.0,1.0,2.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,2,0,0,0,4,0.5,4
49215c8ae,4.666666666666667,120000.0,4,1,0.0,0,3,1,0.5,0.0,4.0,1.5,0,0,2,0,1,3,2,3,3.0,3.0,2.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,4
493f97dcb,4.5,120000.0,4,1,0.0,2,8,1,1.0,6.0,7.75,2.6666667,0,0,3,6,1,2,2,2,3.0,3.0,3.0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,2,2,0,0,0,0,3,0.25,4
4943938b5,11.0,0.0,4,1,0.0,0,2,1,1.0,8.0,11.0,1.0,0,1,2,8,1,2,2,3,3.0,3.0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0.0,4
494c5827b,6.333333333333333,0.0,5,1,2.0,0,3,1,0.5,6.0,9.5,1.0,0,1,3,6,1,3,2,3,2.0,2.0,2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,4
497c8e4c0,3.6666666666666665,90000.0,4,1,0.0,0,3,0,0.0,3.0,3.6666667,1.0,0,0,3,3,1,3,2,3,2.0,2.0,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0.0,2
498169ce7,1.3333333333333333,0.0,3,1,0.0,0,3,0,0.5,0.0,1.3333334,1.5,0,0,1,0,1,1,2,1,1.0,1.0,1.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,1,0.0,2
49824ca39,3.0,0.0,3,1,0.0,0,1,1,0.0,3.0,3.0,0.5,0,0,1,3,1,2,2,2,3.0,3.0,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0.0,4
4983866,7.5,0.0,5,1,0.0,0,2,0,1.0,8.0,8.0,1.0,0,0,2,8,1,2,2,2,1.0,2.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,3
4994e3e42,4.5,60000.0,3,1,0.0,1,4,1,1.0,6.0,4.5,4.0,0,0,3,6,1,2,2,3,2.0,3.0,3.0,0,0,1,0,0,1,0,0,0,0,0,1,2,0,0,2,0,0,0,0,3,0.25,3
49ab69a0e,7.6,0.0,5,1,0.0,0,5,0,0.25,3.0,8.25,1.6666666,0,0,2,3,1,3,2,3,2.0,2.0,2.0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,3,0,0,0,1,2,0.0,4
49ae51a36,8.857142857142858,0.0,5,1,1.0,1,7,1,0.40000001,6.0,10.4,2.3333333,0,0,5,6,1,3,2,3,3.0,3.0,3.0,1,0,0,0,0,1,0,0,0,0,0,1,2,0,0,1,0,0,3,0,3,0.14285714285714285,4
49c560f95,3.0,0.0,1,0,0.0,0,1,0,8.0,3.0,3.0,1.0,0,0,0,3,0,2,1,2,2.0,2.0,2.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0.0,2
49e535bed,6.0,0.0,4,1,0.0,0,1,1,8.0,6.0,6.0,0.5,0,0,0,6,0,3,2,3,3.0,3.0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,4
49e6d3b5c,0.0,0.0,4,1,0.0,0,1,0,0.0,0.0,0.0,0.5,0,0,1,0,1,2,2,2,3.0,3.0,3.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.0,4
49f42630d,5.4,0.0,4,1,1.0,2,5,0,4.0,5.0,8.333333,1.6666666,0,0,1,5,1,2,2,2,1.0,1.0,1.0,0,0,0,0,1,0,0,0,0,1,0,2,2,1,1,2,0,0,1,0,2,0.4,4
4a0ee6247,10.0,0.0,6,1,1.0,0,2,1,0.0,9.0,10.0,0.66666669,0,0,2,9,1,3,2,3,3.0,3.0,3.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,3,0.0,4
4a1a39984,4.0,0.0,4,1,0.0,1,3,0,0.5,6.0,6.0,1.5,0,0,2,6,1,2,2,2,3.0,3.0,3.0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,3,0.3333333333333333,2
4a1e4c9fa,3.3333333333333335,0.0,5,1,0.0,1,3,0,0.5,0.0,5.0,1.0,0,0,3,0,1,3,2,3,3.0,3.0,3.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0.3333333333333333,3
4a42abb16,6.0,50000.0,3,1,0.0,0,1,1,0.0,6.0,6.0,0.5,0,0,1,6,1,2,2,3,3.0,3.0,3.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,4
4a571bac0,5.666666666666667,250000.0,5,1,1.0,1,3,1,0.5,11.0,8.5,1.5,0,0,2,11,1,2,2,3,3.0,3.0,3.0,0,1,0,0,0,1,0,0,0,0,0,1,2,0,1,0,1,0,0,0,4,0.3333333333333333,4
4a58b28d9,5.5,200000.0,4,1,1.0,1,2,1,1.0,11.0,11.0,0.66666669,0,0,1,11,1,3,2,3,3.0,3.0,2.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,4,0.5,3
4a5e9ba5d,7.5,73000.0,6,1,0.0,0,4,1,0.0,3.0,7.5,1.3333334,1,1,8,3,1,3,2,3,2.0,3.0,2.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0.0,4
4a888d925,7.75,100000.0,4,1,0.0,2,4,1,1.0,14.0,15.5,2.0,0,0,2,14,1,3,2,3,2.0,3.0,3.0,0,1,0,0,0,0,1,0,0,0,0,2,2,0,2,0,0,0,1,1,5,0.5,4
4a9892901,3.0,75000.0,4,0,0.0,0,2,0,0.0,0.0,3.0,1.0,0,0,2,0,1,2,2,3,1.0,2.0,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,1
4a98e6319,5.5,0.0,5,1,0.0,1,4,0,1.0,7.0,7.5,2.0,0,0,3,7,1,2,2,3,2.0,2.0,2.0,0,0,0,0,1,0,1,0,0,0,0,1,2,0,1,0,0,0,0,0,4,0.25,4
4aa55849b,8.0,0.0,6,1,0.0,1,5,1,0.66666669,7.0,12.666667,1.25,0,0,3,7,1,3,2,3,2.0,2.0,2.0,1,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,1,0,0,0,3,0.2,4
4b2b9ddff,5.666666666666667,0.0,5,1,0.0,1,3,1,0.5,11.0,8.5,1.5,0,0,2,11,1,3,2,3,3.0,3.0,3.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,4,0.3333333333333333,3
4b301d9b2,7.666666666666667,0.0,5,1,0.0,1,6,0,0.5,7.0,10.0,2.0,0,0,5,7,1,3,2,3,3.0,1.0,3.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3,0,0,0,3,0.16666666666666666,3
4b4b6f8df,6.25,0.0,6,1,0.0,0,4,1,0.33333334,3.0,6.25,1.0,0,1,3,3,1,2,2,3,3.0,3.0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,1,1,2,0,0,0,2,0.0,3
4b6077882,2.0,60000.0,3,0,0.0,2,3,0,2.0,5.0,5.0,3.0,0,0,1,5,1,2,2,2,2.0,2.0,2.0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,1,2,0,0,0,0,2,0.6666666666666666,1
4b64b46f5,9.0,150000.0,4,1,1.0,0,3,1,0.0,6.0,9.0,1.0,0,0,2,6,1,3,2,2,2.0,2.0,1.0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,3,0.0,4
4b6b37665,7.0,0.0,5,1,0.0,0,5,1,1.5,6.0,6.0,2.5,0,0,3,6,1,3,2,3,2.0,2.0,2.0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0.0,4
4b8aa5bc7,10.0,90000.0,3,1,1.0,1,3,1,0.5,14.0,15.0,1.5,0,0,2,14,1,3,2,3,3.0,3.0,3.0,0,1,0,0,0,1,0,0,0,0,0,1,2,0,1,0,0,0,2,0,5,0.3333333333333333,4
4b9080615,11.5,300000.0,5,1,1.0,0,2,1,0.0,12.0,11.5,0.66666669,1,1,5,12,1,3,2,3,3.0,3.0,3.0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,1,0,5,0.0,4
4b97a80fb,9.5,0.0,6,1,0.0,0,4,1,0.0,6.0,9.5,1.3333334,0,1,6,6,1,3,1,3,3.0,3.0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,1,0,3,0.0,4
